street_name,year,month,legal_p_at_12,legal_p_at_17,legal_p_at_22,parked_cars_at_12,parked_cars_at_17,parked_cars_at_22,occupancy_at_12_pct,occupancy_at_17_pct,occupancy_at_22_pct,wkb_geometry
Frederik V's Vej,2015,3,223,223,223,197,53,14,88.0,24.0,6.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2015,9,213,213,213,149,57,11,70.0,27.0,5.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2016,3,213,213,213,147,46,12,69.0,22.0,6.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2016,9,213,213,213,161,35,11,76.0,16.0,5.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2017,3,213,213,213,166,42,7,78.0,20.0,3.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2017,9,213,213,213,163,43,10,77.0,20.0,5.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2018,3,213,213,213,174,61,18,82.0,29.0,8.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2018,9,213,213,213,192,59,22,90.0,28.0,10.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2019,3,213,213,213,184,70,14,86.0,33.0,7.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2019,9,213,213,213,187,51,21,88.0,24.0,10.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2020,9,213,213,213,215,69,26,101.0,32.0,12.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2021,3,213,213,213,208,82,31,98.0,38.0,15.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2021,9,222,222,222,207,89,61,93.0,40.0,27.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2022,3,222,222,222,235,88,43,106.0,40.0,19.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2022,9,221,221,221,219,91,60,99.0,41.0,27.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2023,3,216,216,216,244,84,73,113.0,39.0,34.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2023,10,229,229,229,227,127,71,99.0,55.0,31.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2024,3,229,230,230,236,91,70,103.0,40.0,30.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik V's Vej,2024,10,229,230,230,211,86,49,92.0,37.0,21.0,"MULTILINESTRING ((12.570554457764834 55.69613604558227, 12.570532872633093 55.69614896827406, 12.56997154706429 55.69648502148105, 12.569035276959564 55.69704552718723, 12.567474751638674 55.69797969693344, 12.56605598965662 55.69882894779881, 12.564672241731554 55.69965717898111))"
Frederik VII's Gade,2012,3,15,15,15,12,12,11,80.0,80.0,73.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2013,3,15,15,15,15,14,16,100.0,93.0,107.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2013,9,15,15,15,14,13,12,93.0,87.0,80.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2014,3,11,11,11,18,9,12,164.0,82.0,109.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2014,9,11,11,11,18,14,13,164.0,127.0,118.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2015,3,11,11,11,12,15,14,109.0,136.0,127.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2015,9,11,11,11,11,9,11,100.0,82.0,100.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2016,3,11,11,11,15,14,14,136.0,127.0,127.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2016,9,11,11,11,14,12,13,127.0,109.0,118.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2017,3,11,11,11,14,10,11,127.0,91.0,100.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2017,9,11,11,11,17,15,14,155.0,136.0,127.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2018,3,11,11,11,18,12,15,164.0,109.0,136.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2018,9,11,11,11,15,14,15,136.0,127.0,136.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2019,3,10,10,10,15,11,13,150.0,110.0,130.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2019,9,10,10,10,16,16,13,160.0,160.0,130.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2020,9,12,12,12,15,15,15,125.0,125.0,125.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2021,3,12,12,12,15,9,10,125.0,75.0,83.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2021,9,12,15,15,14,9,14,117.0,60.0,93.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2022,3,12,15,15,17,13,17,142.0,87.0,113.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2022,9,12,15,15,11,12,11,92.0,80.0,73.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2023,3,12,15,15,25,11,13,208.0,73.0,87.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2023,10,9,12,12,12,15,16,133.0,125.0,133.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2024,3,9,12,12,10,10,11,111.0,83.0,92.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederik VII's Gade,2024,10,9,12,12,13,13,13,144.0,108.0,108.0,"MULTILINESTRING ((12.553446497766899 55.69247033035802, 12.553442766426043 55.69246828252795, 12.552591414185967 55.69200095469505))"
Frederiksborggade,2012,3,14,14,14,22,22,24,157.0,157.0,171.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2012,3,8,8,8,12,14,12,150.0,175.0,150.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2013,3,14,14,14,34,30,28,243.0,214.0,200.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2013,3,5,5,5,17,16,14,340.0,320.0,280.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2013,9,14,14,14,27,28,25,193.0,200.0,179.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2013,9,12,12,12,13,16,15,108.0,133.0,125.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2014,3,14,14,14,21,22,24,150.0,157.0,171.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2014,3,12,12,12,11,13,10,92.0,108.0,83.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2014,9,14,14,14,24,24,26,171.0,171.0,186.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2014,9,12,12,12,6,6,10,50.0,50.0,83.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2015,3,14,14,14,25,27,25,179.0,193.0,179.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2015,3,12,12,12,5,6,6,42.0,50.0,50.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2015,9,14,14,14,30,33,26,214.0,236.0,186.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2015,9,10,10,10,7,5,5,70.0,50.0,50.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2016,3,14,14,14,25,25,20,179.0,179.0,143.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2016,3,10,10,10,6,5,3,60.0,50.0,30.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2016,9,14,14,14,32,25,24,229.0,179.0,171.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2016,9,10,10,10,3,3,3,30.0,30.0,30.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2017,3,18,18,18,28,21,24,156.0,117.0,133.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2017,3,3,3,3,4,5,3,133.0,167.0,100.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2017,9,18,18,18,0,0,0,0.0,0.0,0.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2017,9,3,3,3,4,6,4,133.0,200.0,133.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2018,3,18,18,18,26,24,27,144.0,133.0,150.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2018,3,3,3,3,3,4,5,100.0,133.0,167.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2018,9,18,18,18,29,32,24,161.0,178.0,133.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2018,9,3,3,3,8,3,4,267.0,100.0,133.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2019,3,18,18,18,37,29,26,206.0,161.0,144.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2019,3,3,3,3,9,6,9,300.0,200.0,300.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2019,9,26,26,26,24,28,24,92.0,108.0,92.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2019,9,5,5,5,5,7,6,100.0,140.0,120.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2020,9,26,26,26,22,23,22,85.0,88.0,85.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2020,9,13,13,13,23,24,26,177.0,185.0,200.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2021,3,19,19,19,27,24,24,142.0,126.0,126.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2021,3,22,22,22,33,29,29,150.0,132.0,132.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2021,9,19,19,19,25,26,23,132.0,137.0,121.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2021,9,23,23,23,27,25,25,117.0,109.0,109.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2022,3,19,19,19,24,22,19,126.0,116.0,100.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2022,3,23,23,23,29,30,25,126.0,130.0,109.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
Frederiksborggade,2022,9,19,19,19,27,27,25,142.0,142.0,132.0,"MULTILINESTRING ((12.568202841893388 55.6849877855203, 12.56747167412529 55.68527465596925, 12.567301920948918 55.68534125511937, 12.565798215755208 55.68592873934854, 12.56561532346332 55.68600018777604))"
Frederiksborggade,2022,9,5,5,5,7,5,5,140.0,100.0,100.0,"MULTILINESTRING ((12.57150042172532 55.683695548509, 12.571373447763408 55.683745567709934, 12.571085888484708 55.68385820132613, 12.570828579598379 55.6839589331153, 12.570645631659218 55.68403055439402, 12.570638970556406 55.684033163035004, 12.569639507544721 55.684424433302, 12.569456571143457 55.68449605253115, 12.569446252367598 55.68450009256892, 12.568769563932397 55.684764983679464, 12.568485399532586 55.68487686717703, 12.568464000093995 55.68488526626271, 12.568346667597726 55.68493133189689))"
