FuelType,CityDistrict,LocalDistrict,Neighbourhood,Year,NoOfVehicles
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2012,165
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2013,184
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2014,177
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2015,171
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2016,174
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2017,195
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2018,269
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2019,298
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2020,350
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2021,465
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2022,576
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2023,571
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Syd,2024,470
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2006,1053
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2007,1110
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2008,1085
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2009,1116
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2010,1078
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2011,1052
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2012,1045
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2013,1022
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2014,1018
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2015,1049
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2016,1058
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2017,1131
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2018,1193
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2019,1284
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2020,1322
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2021,1403
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2022,1522
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2023,1612
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Vest,2024,1523
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2006,747
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2007,853
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2008,898
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2009,846
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2010,832
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2011,837
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2012,791
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2013,778
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2014,806
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2015,829
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2016,844
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2017,849
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2018,857
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2019,864
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2020,915
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2021,921
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2022,907
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2023,861
Benzin,Vesterbro-Kongens Enghave,Vesterbro,Øst,2024,817
Benzin,Østerbro,Østerbro,Fælled,2006,1410
Benzin,Østerbro,Østerbro,Fælled,2007,1459
Benzin,Østerbro,Østerbro,Fælled,2008,1479
Benzin,Østerbro,Østerbro,Fælled,2009,1450
Benzin,Østerbro,Østerbro,Fælled,2010,1460
Benzin,Østerbro,Østerbro,Fælled,2011,1461
Benzin,Østerbro,Østerbro,Fælled,2012,1437
Benzin,Østerbro,Østerbro,Fælled,2013,1369
Benzin,Østerbro,Østerbro,Fælled,2014,1362
Benzin,Østerbro,Østerbro,Fælled,2015,1355
Benzin,Østerbro,Østerbro,Fælled,2016,1308
Benzin,Østerbro,Østerbro,Fælled,2017,1279
Benzin,Østerbro,Østerbro,Fælled,2018,1279
Benzin,Østerbro,Østerbro,Fælled,2019,1277
Benzin,Østerbro,Østerbro,Fælled,2020,1297
Benzin,Østerbro,Østerbro,Fælled,2021,1336
Benzin,Østerbro,Østerbro,Fælled,2022,1308
Benzin,Østerbro,Østerbro,Fælled,2023,1247
Benzin,Østerbro,Østerbro,Fælled,2024,1195
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2006,781
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2007,785
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2008,798
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2009,789
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2010,779
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2011,786
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2012,768
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2013,782
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2014,786
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2015,775
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2016,830
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2017,839
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2018,847
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2019,865
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2020,904
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2021,897
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2022,924
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2023,913
Benzin,Østerbro,Østerbro,Lyngbyvej Vest,2024,901
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2006,1193
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2007,1193
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2008,1209
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2009,1200
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2010,1194
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2011,1127
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2012,1096
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2013,1087
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2014,1159
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2015,1171
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2016,1202
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2017,1206
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2018,1295
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2019,1294
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2020,1301
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2021,1333
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2022,1291
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2023,1273
Benzin,Østerbro,Østerbro,Lyngbyvej Øst/Klimakvarteret,2024,1235
Benzin,Østerbro,Østerbro,Nord,2006,1071
Benzin,Østerbro,Østerbro,Nord,2007,1092
Benzin,Østerbro,Østerbro,Nord,2008,1087
Benzin,Østerbro,Østerbro,Nord,2009,1091
Benzin,Østerbro,Østerbro,Nord,2010,1106
Benzin,Østerbro,Østerbro,Nord,2011,1074
Benzin,Østerbro,Østerbro,Nord,2012,1055
Benzin,Østerbro,Østerbro,Nord,2013,1073
Benzin,Østerbro,Østerbro,Nord,2014,1076
Benzin,Østerbro,Østerbro,Nord,2015,1104
Benzin,Østerbro,Østerbro,Nord,2016,1101
Benzin,Østerbro,Østerbro,Nord,2017,1103
Benzin,Østerbro,Østerbro,Nord,2018,1097
Benzin,Østerbro,Østerbro,Nord,2019,1092
Benzin,Østerbro,Østerbro,Nord,2020,1177
Benzin,Østerbro,Østerbro,Nord,2021,1218
Benzin,Østerbro,Østerbro,Nord,2022,1220
Benzin,Østerbro,Østerbro,Nord,2023,1188
Benzin,Østerbro,Østerbro,Nord,2024,1133
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2006,619
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2007,603
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2008,608
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2009,605
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2010,581
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2011,595
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2012,575
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2013,556
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2014,563
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2015,558
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2016,605
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2017,601
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2018,614
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2019,601
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2020,617
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2021,640
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2022,636
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2023,602
Benzin,Østerbro,Østerbro,Nord/Komponistkvarteret,2024,560
Benzin,Østerbro,Østerbro,Nordhavn,2006,193
Benzin,Østerbro,Østerbro,Nordhavn,2007,245
Benzin,Østerbro,Østerbro,Nordhavn,2008,302
Benzin,Østerbro,Østerbro,Nordhavn,2009,312
Benzin,Østerbro,Østerbro,Nordhavn,2010,341
Benzin,Østerbro,Østerbro,Nordhavn,2011,347
Benzin,Østerbro,Østerbro,Nordhavn,2012,380
Benzin,Østerbro,Østerbro,Nordhavn,2013,372
Benzin,Østerbro,Østerbro,Nordhavn,2014,385
Benzin,Østerbro,Østerbro,Nordhavn,2015,386
Benzin,Østerbro,Østerbro,Nordhavn,2016,471
Benzin,Østerbro,Østerbro,Nordhavn,2017,683
Benzin,Østerbro,Østerbro,Nordhavn,2018,771
Benzin,Østerbro,Østerbro,Nordhavn,2019,802
Benzin,Østerbro,Østerbro,Nordhavn,2020,868
Benzin,Østerbro,Østerbro,Nordhavn,2021,935
Benzin,Østerbro,Østerbro,Nordhavn,2022,894
Benzin,Østerbro,Østerbro,Nordhavn,2023,820
Benzin,Østerbro,Østerbro,Nordhavn,2024,812
Benzin,Østerbro,Østerbro,Ny Ryvang,2006,435
Benzin,Østerbro,Østerbro,Ny Ryvang,2007,465
Benzin,Østerbro,Østerbro,Ny Ryvang,2008,448
Benzin,Østerbro,Østerbro,Ny Ryvang,2009,426
Benzin,Østerbro,Østerbro,Ny Ryvang,2010,414
Benzin,Østerbro,Østerbro,Ny Ryvang,2011,430
Benzin,Østerbro,Østerbro,Ny Ryvang,2012,421
Benzin,Østerbro,Østerbro,Ny Ryvang,2013,419
Benzin,Østerbro,Østerbro,Ny Ryvang,2014,440
Benzin,Østerbro,Østerbro,Ny Ryvang,2015,434
Benzin,Østerbro,Østerbro,Ny Ryvang,2016,455
Benzin,Østerbro,Østerbro,Ny Ryvang,2017,475
Benzin,Østerbro,Østerbro,Ny Ryvang,2018,471
Benzin,Østerbro,Østerbro,Ny Ryvang,2019,460
Benzin,Østerbro,Østerbro,Ny Ryvang,2020,468
Benzin,Østerbro,Østerbro,Ny Ryvang,2021,504
Benzin,Østerbro,Østerbro,Ny Ryvang,2022,505
Benzin,Østerbro,Østerbro,Ny Ryvang,2023,486
Benzin,Østerbro,Østerbro,Ny Ryvang,2024,489
Benzin,Østerbro,Østerbro,Rosenvænget,2006,1665
Benzin,Østerbro,Østerbro,Rosenvænget,2007,1711
Benzin,Østerbro,Østerbro,Rosenvænget,2008,1771
Benzin,Østerbro,Østerbro,Rosenvænget,2009,1731
Benzin,Østerbro,Østerbro,Rosenvænget,2010,1711
Benzin,Østerbro,Østerbro,Rosenvænget,2011,1638
Benzin,Østerbro,Østerbro,Rosenvænget,2012,1635
Benzin,Østerbro,Østerbro,Rosenvænget,2013,1596
Benzin,Østerbro,Østerbro,Rosenvænget,2014,1563
Benzin,Østerbro,Østerbro,Rosenvænget,2015,1597
Benzin,Østerbro,Østerbro,Rosenvænget,2016,1585
Benzin,Østerbro,Østerbro,Rosenvænget,2017,1593
Benzin,Østerbro,Østerbro,Rosenvænget,2018,1637
Benzin,Østerbro,Østerbro,Rosenvænget,2019,1675
Benzin,Østerbro,Østerbro,Rosenvænget,2020,1662
Benzin,Østerbro,Østerbro,Rosenvænget,2021,1739
Benzin,Østerbro,Østerbro,Rosenvænget,2022,1738
Benzin,Østerbro,Østerbro,Rosenvænget,2023,1668
Benzin,Østerbro,Østerbro,Rosenvænget,2024,1561
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2006,1604
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2007,1643
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2008,1635
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2009,1633
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2010,1593
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2011,1563
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2012,1552
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2013,1542
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2014,1556
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2015,1604
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2016,1630
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2017,1637
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2018,1743
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2019,1786
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2020,1741
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2021,1837
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2022,1870
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2023,1809
Benzin,Østerbro,Østerbro,Svanemøllen Syd/Øst,2024,1729
Benzin,Østerbro,Østerbro,Århusgade Nord,2006,1404
Benzin,Østerbro,Østerbro,Århusgade Nord,2007,1463
Benzin,Østerbro,Østerbro,Århusgade Nord,2008,1503
Benzin,Østerbro,Østerbro,Århusgade Nord,2009,1515
Benzin,Østerbro,Østerbro,Århusgade Nord,2010,1476
Benzin,Østerbro,Østerbro,Århusgade Nord,2011,1453
Benzin,Østerbro,Østerbro,Århusgade Nord,2012,1407
Benzin,Østerbro,Østerbro,Århusgade Nord,2013,1368
Benzin,Østerbro,Østerbro,Århusgade Nord,2014,1389
Benzin,Østerbro,Østerbro,Århusgade Nord,2015,1413
Benzin,Østerbro,Østerbro,Århusgade Nord,2016,1447
Benzin,Østerbro,Østerbro,Århusgade Nord,2017,1498
Benzin,Østerbro,Østerbro,Århusgade Nord,2018,1479
Benzin,Østerbro,Østerbro,Århusgade Nord,2019,1510
Benzin,Østerbro,Østerbro,Århusgade Nord,2020,1509
Benzin,Østerbro,Østerbro,Århusgade Nord,2021,1577
Benzin,Østerbro,Østerbro,Århusgade Nord,2022,1572
Benzin,Østerbro,Østerbro,Århusgade Nord,2023,1476
Benzin,Østerbro,Østerbro,Århusgade Nord,2024,1381
Benzin,Østerbro,Østerbro,Århusgade Syd,2006,1927
Benzin,Østerbro,Østerbro,Århusgade Syd,2007,2007
Benzin,Østerbro,Østerbro,Århusgade Syd,2008,2030
Benzin,Østerbro,Østerbro,Århusgade Syd,2009,2030
Benzin,Østerbro,Østerbro,Århusgade Syd,2010,1937
Benzin,Østerbro,Østerbro,Århusgade Syd,2011,1880
Benzin,Østerbro,Østerbro,Århusgade Syd,2012,1858
Benzin,Østerbro,Østerbro,Århusgade Syd,2013,1858
Benzin,Østerbro,Østerbro,Århusgade Syd,2014,1883
Benzin,Østerbro,Østerbro,Århusgade Syd,2015,1940
Benzin,Østerbro,Østerbro,Århusgade Syd,2016,1997
Benzin,Østerbro,Østerbro,Århusgade Syd,2017,1987
Benzin,Østerbro,Østerbro,Århusgade Syd,2018,2005
Benzin,Østerbro,Østerbro,Århusgade Syd,2019,1982
Benzin,Østerbro,Østerbro,Århusgade Syd,2020,1986
Benzin,Østerbro,Østerbro,Århusgade Syd,2021,2082
Benzin,Østerbro,Østerbro,Århusgade Syd,2022,2090
Benzin,Østerbro,Østerbro,Århusgade Syd,2023,1988
Benzin,Østerbro,Østerbro,Århusgade Syd,2024,1846
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2006,74
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2007,85
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2008,108
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2009,145
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2010,154
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2011,160
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2012,192
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2013,224
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2014,246
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2015,260
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2016,266
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2017,263
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2018,280
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2019,277
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2020,266
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2021,273
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2022,253
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2023,229
Diesel,Amager Vest,Amager Vest,Amagerbro Vest,2024,201
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2006,16
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2007,41
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2008,68
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2009,83
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2010,101
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2011,124
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2012,146
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2013,186
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2014,194
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2015,264
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2016,299
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2017,374
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2018,371
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2019,387
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2020,406
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2021,370
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2022,341
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2023,290
Diesel,Amager Vest,Amager Vest,Bryggen Syd,2024,253
Diesel,Amager Vest,Amager Vest,Faste Batteri,2006,31
Diesel,Amager Vest,Amager Vest,Faste Batteri,2007,54
Diesel,Amager Vest,Amager Vest,Faste Batteri,2008,77
Diesel,Amager Vest,Amager Vest,Faste Batteri,2009,98
Diesel,Amager Vest,Amager Vest,Faste Batteri,2010,108
Diesel,Amager Vest,Amager Vest,Faste Batteri,2011,131
Diesel,Amager Vest,Amager Vest,Faste Batteri,2012,152
Diesel,Amager Vest,Amager Vest,Faste Batteri,2013,174
Diesel,Amager Vest,Amager Vest,Faste Batteri,2014,172
Diesel,Amager Vest,Amager Vest,Faste Batteri,2015,175
Diesel,Amager Vest,Amager Vest,Faste Batteri,2016,192
Diesel,Amager Vest,Amager Vest,Faste Batteri,2017,204
Diesel,Amager Vest,Amager Vest,Faste Batteri,2018,208
Diesel,Amager Vest,Amager Vest,Faste Batteri,2019,209
Diesel,Amager Vest,Amager Vest,Faste Batteri,2020,203
Diesel,Amager Vest,Amager Vest,Faste Batteri,2021,204
Diesel,Amager Vest,Amager Vest,Faste Batteri,2022,190
Diesel,Amager Vest,Amager Vest,Faste Batteri,2023,195
Diesel,Amager Vest,Amager Vest,Faste Batteri,2024,169
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2006,66
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2007,108
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2008,136
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2009,169
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2010,189
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2011,246
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2012,285
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2013,326
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2014,367
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2015,405
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2016,418
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2017,435
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2018,420
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2019,425
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2020,392
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2021,375
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2022,351
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2023,327
Diesel,Amager Vest,Amager Vest,Gamle Bryggen,2024,277
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2006,13
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2007,38
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2008,45
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2009,69
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2010,68
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2011,77
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2012,86
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2013,85
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2014,99
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2015,113
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2016,128
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2017,132
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2018,136
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2019,122
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2020,124
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2021,114
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2022,104
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2023,92
Diesel,Amager Vest,Amager Vest,Grønjordssøen (Ørestad Nord og Vejlandskvarter),2024,80
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2006,66
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2007,81
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2008,95
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2009,94
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2010,109
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2011,137
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2012,168
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2013,205
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2014,213
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2015,223
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2016,253
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2017,273
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2018,295
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2019,305
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2020,296
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2021,286
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2022,264
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2023,260
Diesel,Amager Vest,Amager Vest,Kolonihavekvarteret,2024,221
Diesel,Amager Vest,Amager Vest,Sundbyvester,2006,129
Diesel,Amager Vest,Amager Vest,Sundbyvester,2007,163
Diesel,Amager Vest,Amager Vest,Sundbyvester,2008,220
Diesel,Amager Vest,Amager Vest,Sundbyvester,2009,268
Diesel,Amager Vest,Amager Vest,Sundbyvester,2010,314
Diesel,Amager Vest,Amager Vest,Sundbyvester,2011,384
Diesel,Amager Vest,Amager Vest,Sundbyvester,2012,459
Diesel,Amager Vest,Amager Vest,Sundbyvester,2013,521
Diesel,Amager Vest,Amager Vest,Sundbyvester,2014,566
Diesel,Amager Vest,Amager Vest,Sundbyvester,2015,628
Diesel,Amager Vest,Amager Vest,Sundbyvester,2016,679
Diesel,Amager Vest,Amager Vest,Sundbyvester,2017,716
Diesel,Amager Vest,Amager Vest,Sundbyvester,2018,733
Diesel,Amager Vest,Amager Vest,Sundbyvester,2019,715
Diesel,Amager Vest,Amager Vest,Sundbyvester,2020,740
Diesel,Amager Vest,Amager Vest,Sundbyvester,2021,728
Diesel,Amager Vest,Amager Vest,Sundbyvester,2022,695
Diesel,Amager Vest,Amager Vest,Sundbyvester,2023,647
Diesel,Amager Vest,Amager Vest,Sundbyvester,2024,565
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2006,75
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2007,90
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2008,116
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2009,148
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2010,182
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2011,207
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2012,249
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2013,289
Diesel,Amager Vest,Amager Vest,Sundholmsvejs kvarteret,2014,316
