FID,district,street_code,street_name,no_of_spaces,year_creation,year_correction,coordinates
p_pladser.240,Østerbro,80,Aldersrogade,4,2003,2024,"[(55.70646230049982, 12.558853709064838), (55.7064545205033, 12.558709343158238), (55.70645380565508, 12.558696078569135)]"
p_pladser.214,Østerbro,80,Aldersrogade,5,2016,2022,"[(55.70656160182469, 12.562315219583166), (55.706662552512505, 12.562359070074335)]"
p_pladser.236,Østerbro,80,Aldersrogade,2,2016,2021,"[(55.706662552512505, 12.562359070074335), (55.70670508761544, 12.562377546348408)]"
p_pladser.962,Østerbro,240,Askøgade,2,2003,2024,"[(55.7128367476352, 12.566276060716783), (55.71288644334104, 12.566106570969417)]"
p_pladser.963,Østerbro,240,Askøgade,3,2003,2021,"[(55.713228489690394, 12.565746253330065), (55.7132945253902, 12.565702667023066)]"
p_pladser.964,Østerbro,240,Askøgade,3,2003,2021,"[(55.71314213517878, 12.565805202319591), (55.71320622448486, 12.56576432277938)]"
p_pladser.965,Østerbro,240,Askøgade,1,2003,2024,"[(55.71278508380054, 12.566452261576881), (55.71281019942253, 12.566366604255249)]"
p_pladser.967,Østerbro,240,Askøgade,4,2003,2021,"[(55.712875573132756, 12.56653601577245), (55.71296087615903, 12.566237043143833)]"
p_pladser.960,Østerbro,240,Askøgade,2,2020,2021,"[(55.71321369647439, 12.566023401455208), (55.71317226859793, 12.566051447347308)]"
p_pladser.961,Østerbro,240,Askøgade,4,2020,2021,"[(55.71334479581998, 12.565933968106895), (55.71325717335544, 12.565993035208235)]"
p_pladser.966,Østerbro,240,Askøgade,3,2020,2021,"[(55.71314721653728, 12.566067982921327), (55.71308583146863, 12.566109986907014)]"
p_pladser.980,Østerbro,252,Assensgade,12,2003,2021,"[(55.708344602203496, 12.581478046371926), (55.708964661214715, 12.581478532187974)]"
p_pladser.981,Østerbro,252,Assensgade,5,2003,2024,"[(55.70835386274769, 12.581299165046477), (55.70819458761642, 12.58129921973019)]"
p_pladser.983,Østerbro,252,Assensgade,4,2003,2024,"[(55.708111670661836, 12.581479107701542), (55.708324215163344, 12.581478087814311)]"
p_pladser.984,Østerbro,252,Assensgade,10,2003,2021,"[(55.70894274178598, 12.581297506802525), (55.70865156546227, 12.581299171331418), (55.70863858690204, 12.581320736907195)]"
p_pladser.985,Østerbro,252,Assensgade,4,2003,2025,"[(55.70819458761642, 12.58129921973019), (55.70819421067411, 12.581299219859636), (55.70808812889939, 12.581300781924908), (55.70808331209555, 12.581306084406675), (55.708082425701484, 12.581311608978423), (55.70808235046736, 12.581315785720856)]"
p_pladser.982,Østerbro,252,Assensgade,1,2004,2021,"[(55.708416456021084, 12.581299356436439), (55.708395850205235, 12.581299434084848)]"
p_pladser.1038,Østerbro,284,Australiensvej,4,2003,2024,"[(55.70875035508517, 12.56629161904223), (55.70882050333247, 12.566619792084234)]"
p_pladser.1041,Østerbro,284,Australiensvej,3,2003,2024,"[(55.70870011309949, 12.566056576313049), (55.70875035508517, 12.56629161904223)]"
p_pladser.1042,Østerbro,284,Australiensvej,2,2003,2024,"[(55.7086329230762, 12.565742251320694), (55.70867648723427, 12.56594605041959)]"
p_pladser.1044,Østerbro,284,Australiensvej,1,2003,2023,"[(55.708691810637056, 12.565496631672307), (55.708676124149505, 12.565424593295354)]"
p_pladser.1047,Østerbro,284,Australiensvej,1,2003,2021,"[(55.708436190230294, 12.564301928243964), (55.70843274019806, 12.564285987999693), (55.70841817592753, 12.56427411841216)]"
p_pladser.1048,Østerbro,284,Australiensvej,1,2003,2024,"[(55.708462363389515, 12.564921994931428), (55.7084764404234, 12.564994849540604)]"
p_pladser.1049,Østerbro,284,Australiensvej,4,2003,2025,"[(55.708378112352634, 12.564516646598568), (55.708389493033955, 12.564569597022754), (55.70840275745359, 12.564631211294168), (55.70843104661058, 12.564762789783034), (55.70843572086286, 12.564784459061855), (55.70843708595817, 12.564791395471973), (55.708447465187064, 12.564845351983276)]"
p_pladser.1050,Østerbro,284,Australiensvej,1,2003,2024,"[(55.70883664164082, 12.566156116268182), (55.70882644585958, 12.566106990572928)]"
p_pladser.1051,Østerbro,284,Australiensvej,5,2003,2021,"[(55.708907187860355, 12.566487908448124), (55.70887870421125, 12.56635954904067), (55.708855286363736, 12.566246483427495)]"
p_pladser.1052,Østerbro,284,Australiensvej,5,2003,2021,"[(55.70814623731941, 12.562941478555254), (55.70809440178028, 12.562703687831467)]"
p_pladser.1053,Østerbro,284,Australiensvej,6,2003,2022,"[(55.708757428267376, 12.565792952758427), (55.708691810637056, 12.565496631672291)]"
p_pladser.1054,Østerbro,284,Australiensvej,13,2003,2022,"[(55.7083007528468, 12.5636572053951), (55.70817672100075, 12.563081290418435)]"
p_pladser.1055,Østerbro,284,Australiensvej,5,2003,2021,"[(55.707980338581805, 12.56266531772309), (55.708077281977765, 12.56312083421739)]"
p_pladser.1056,Østerbro,284,Australiensvej,3,2003,2025,"[(55.7083243855909, 12.56428025289276), (55.70835672449875, 12.564421262490084), (55.70836601540885, 12.564461846781985), (55.708374962597794, 12.564501991889156), (55.708378112352634, 12.564516646598568)]"
p_pladser.1057,Østerbro,284,Australiensvej,6,2003,2022,"[(55.70882644585958, 12.566106990572928), (55.708818643411064, 12.566069396605124), (55.708757428267376, 12.565792952758427)]"
p_pladser.1058,Østerbro,284,Australiensvej,2,2003,2022,"[(55.70859504108117, 12.565566064819851), (55.70862579772075, 12.565708128444314)]"
p_pladser.1059,Østerbro,284,Australiensvej,1,2003,2022,"[(55.708570734873334, 12.565454537875791), (55.70858579168825, 12.565524084168246)]"
p_pladser.1060,Østerbro,284,Australiensvej,1,2003,2022,"[(55.708447465187064, 12.564845351983276), (55.708462363389515, 12.564921994931428)]"
p_pladser.1061,Østerbro,284,Australiensvej,2,2003,2021,"[(55.70809440178028, 12.562703687831467), (55.708075502000604, 12.562616987535526), (55.70807031422956, 12.562612843044635)]"
p_pladser.1062,Østerbro,284,Australiensvej,3,2003,2021,"[(55.708162225279644, 12.563518704827915), (55.70822654385976, 12.56381831635344)]"
p_pladser.1043,Østerbro,284,Australiensvej,1,2010,2022,"[(55.70856232884602, 12.56540252872059), (55.70855547786757, 12.565372178094517)]"
p_pladser.1039,Østerbro,284,Australiensvej,1,2016,2023,"[(55.70866017502444, 12.565350656542769), (55.70864440269308, 12.565275061632146)]"
p_pladser.1040,Østerbro,284,Australiensvej,7,2016,2023,"[(55.70851565177178, 12.564668407598466), (55.708487491903185, 12.564537981001115), (55.708436190230294, 12.564301928243973)]"
p_pladser.1045,Østerbro,284,Australiensvej,1,2016,2023,"[(55.708676124149505, 12.565424593295374), (55.70866017502444, 12.565350656542705)]"
p_pladser.1046,Østerbro,284,Australiensvej,13,2016,2023,"[(55.70864440269308, 12.565275061632146), (55.70860611839617, 12.565091570737131), (55.708584125499264, 12.5649878415546), (55.70851565177178, 12.564668407598466)]"
p_pladser.1386,Østerbro,416,Bechgaardsgade,8,2003,2025,"[(55.712141568948155, 12.568246749420446), (55.711889697610154, 12.568307320988263)]"
p_pladser.1387,Østerbro,416,Bechgaardsgade,1,2003,2025,"[(55.711889697610154, 12.568307320988263), (55.711849694416316, 12.568316941136041)]"
p_pladser.1388,Østerbro,416,Bechgaardsgade,6,2003,2021,"[(55.7113116808462, 12.568454192128232), (55.71149018944729, 12.568412525046345), (55.71150333356923, 12.568382559693482)]"
p_pladser.1389,Østerbro,416,Bechgaardsgade,9,2003,2024,"[(55.71182431189091, 12.568089851770795), (55.71187622110863, 12.568077660548813), (55.71209665122198, 12.568026471924414)]"
p_pladser.1391,Østerbro,416,Bechgaardsgade,2,2003,2024,"[(55.712189733477345, 12.568211858404636), (55.7121803615825, 12.568237420265303), (55.712141568948155, 12.568246749420446)]"
p_pladser.1392,Østerbro,416,Bechgaardsgade,4,2003,2024,"[(55.711512982002965, 12.568162972575768), (55.71163637498245, 12.568134137949773)]"
p_pladser.1393,Østerbro,416,Bechgaardsgade,1,2003,2022,"[(55.71174269993775, 12.568291823052045), (55.711812919659295, 12.568273811032261)]"
p_pladser.1394,Østerbro,416,Bechgaardsgade,4,2003,2024,"[(55.711715589905076, 12.568141478266142), (55.71172823547372, 12.568112415872207), (55.71182431189091, 12.568089851770795)]"
p_pladser.1395,Østerbro,416,Bechgaardsgade,3,2003,2022,"[(55.71155033813258, 12.568336480395276), (55.71169210489882, 12.568302645541175)]"
p_pladser.1396,Østerbro,416,Bechgaardsgade,8,2003,2024,"[(55.711284870721244, 12.568243175772968), (55.711297834405464, 12.568213248135775), (55.71148285854196, 12.568169480511942), (55.711512982002965, 12.568162972575768)]"
p_pladser.1390,Østerbro,416,Bechgaardsgade,1,2010,2021,"[(55.712124271545854, 12.568019343584902), (55.71209665122198, 12.568026471924414)]"
p_pladser.1488,Østerbro,456,Bellmans Plads,1,2003,2024,"[(55.71566492076557, 12.572116690486537), (55.715644368562316, 12.572037738502491)]"
p_pladser.1489,Østerbro,456,Bellmans Plads,3,2003,2023,"[(55.715644368562316, 12.572037738502491), (55.71561928791954, 12.57194139074555), (55.71557620173963, 12.571782012451154)]"
p_pladser.1491,Østerbro,456,Bellmans Plads,1,2003,2021,"[(55.715506416163215, 12.571519797518626), (55.71547841497287, 12.5714131505503)]"
p_pladser.1490,Østerbro,456,Bellmans Plads,1,2009,2021,"[(55.715529379364284, 12.571606617260823), (55.71550731422907, 12.571521813397277)]"
p_pladser.1476,Østerbro,452,Bellmansgade,1,2003,2024,"[(55.716543702619425, 12.573036321623722), (55.71654264196046, 12.573035154182781), (55.71654094905598, 12.57303322527516), (55.71653471161302, 12.5730263993119), (55.716505875850636, 12.572994973338524), (55.71649626802695, 12.572983528348262)]"
p_pladser.1478,Østerbro,452,Bellmansgade,6,2003,2021,"[(55.715262657627704, 12.571030446121924), (55.71513538718586, 12.570547885029663)]"
p_pladser.1479,Østerbro,452,Bellmansgade,3,2003,2021,"[(55.71497085920428, 12.56994347049941), (55.71494303230508, 12.569839061252383), (55.7149054477342, 12.569689321401029)]"
p_pladser.1482,Østerbro,452,Bellmansgade,1,2003,2024,"[(55.71649626802695, 12.572983528348262), (55.71648755717015, 12.572973151845098), (55.71645675464446, 12.5729362636359), (55.7164503837822, 12.572927497379236)]"
p_pladser.1483,Østerbro,452,Bellmansgade,8,2003,2024,"[(55.7165114557213, 12.573183869491103), (55.71638072944468, 12.573034519214728), (55.71626202509281, 12.572864602179566), (55.716204119627434, 12.5727733501386)]"
p_pladser.1484,Østerbro,452,Bellmansgade,11,2003,2022,"[(55.71627145888801, 12.572665966219205), (55.71624556369693, 12.57262683667774), (55.71621750598777, 12.572582202010906), (55.71607883408038, 12.572363149982435), (55.71604019099147, 12.572304207409047), (55.7159893301584, 12.57225141595854), (55.715949378224366, 12.5722366468472), (55.715909501960496, 12.572231702486427), (55.71586396979937, 12.572241130466253), (55.71581998967508, 12.572258310491558)]"
p_pladser.1487,Østerbro,452,Bellmansgade,8,2003,2024,"[(55.71615413567175, 12.57269458175226), (55.716054632362194, 12.572537777985978), (55.716013227000346, 12.572468336838677), (55.71599115348573, 12.572442236184333), (55.715952211900394, 12.572418620468303), (55.715927605502365, 12.572415741794323), (55.71590215296164, 12.572417785856484), (55.71588011043873, 12.572428361361231), (55.71581070282681, 12.572456965189712)]"
p_pladser.1477,Østerbro,452,Bellmansgade,4,2005,2021,"[(55.71469043882642, 12.56897878669141), (55.71453207849639, 12.568702669499924)]"
p_pladser.1480,Østerbro,452,Bellmansgade,2,2005,2021,"[(55.71507041030208, 12.569875125428286), (55.71502283457042, 12.569694335236633)]"
p_pladser.1481,Østerbro,452,Bellmansgade,1,2005,2022,"[(55.71487402781134, 12.569303102170688), (55.71481974775582, 12.569207801303211)]"
p_pladser.1485,Østerbro,452,Bellmansgade,3,2005,2021,"[(55.71481974775582, 12.569207801303211), (55.71470507120647, 12.56900575241716)]"
p_pladser.1486,Østerbro,452,Bellmansgade,5,2005,2021,"[(55.715360104142476, 12.570972129766902), (55.71524308689396, 12.57053418662506)]"
p_pladser.1503,Østerbro,468,Berggreensgade,6,2003,2021,"[(55.715464119315484, 12.575234293925885), (55.71541299828956, 12.574667370212811)]"
p_pladser.1504,Østerbro,468,Berggreensgade,4,2003,2021,"[(55.71535252677093, 12.573983517155504), (55.71532018498456, 12.57361003747644)]"
p_pladser.1502,Østerbro,468,Berggreensgade,2,2008,2021,"[(55.71530205606691, 12.573412521495808), (55.715287412481665, 12.573250970862517)]"
p_pladser.1505,Østerbro,468,Berggreensgade,1,2008,2021,"[(55.71532018498456, 12.57361003747644), (55.71531181335447, 12.573516144616265)]"
p_pladser.1729,Østerbro,524,Biskop Krags Vænge,1,2003,2022,"[(55.705583420047056, 12.559645351302052), (55.70557407335474, 12.559551887974717)]"
p_pladser.1731,Østerbro,524,Biskop Krags Vænge,2,2003,2022,"[(55.70547232069509, 12.558557234649946), (55.70545259593085, 12.558378773379278)]"
p_pladser.1732,Østerbro,524,Biskop Krags Vænge,3,2003,2021,"[(55.70537075310294, 12.560328430651923), (55.70546652853663, 12.56014304320364)]"
p_pladser.1733,Østerbro,524,Biskop Krags Vænge,8,2003,2022,"[(55.705550044196215, 12.559317520147298), (55.70551212791261, 12.558966177004082), (55.70547366155664, 12.558570350439592)]"
p_pladser.1734,Østerbro,524,Biskop Krags Vænge,5,2003,2022,"[(55.70544053003214, 12.55827087766057), (55.70539726306536, 12.557831502236096)]"
p_pladser.1735,Østerbro,524,Biskop Krags Vænge,3,2003,2021,"[(55.7051967994856, 12.560665797180052), (55.70531993264499, 12.560426924591656)]"
p_pladser.1728,Østerbro,524,Biskop Krags Vænge,1,2016,2021,"[(55.70546652853663, 12.56014304320364), (55.705502729518805, 12.56007297050195)]"
p_pladser.1730,Østerbro,524,Biskop Krags Vænge,2,2016,2021,"[(55.705502729518805, 12.56007297050195), (55.70556618321678, 12.559950145383985)]"
p_pladser.1959,Østerbro,600,Blegdamsvej,10,2003,2023,"[(55.69487628894353, 12.568956875474601), (55.694532737886625, 12.568315265972528)]"
p_pladser.1960,Østerbro,600,Blegdamsvej,2,2003,2021,"[(55.69446960556888, 12.56819737244848), (55.694395655863154, 12.568054435530053)]"
p_pladser.1963,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.696620054111776, 12.571481532323856), (55.69650656992042, 12.571268153070687), (55.69640693966523, 12.571081001980986)]"
p_pladser.1965,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.695678681465594, 12.570253937999375), (55.69556678266649, 12.570043664099652), (55.695552514798294, 12.570043068904178)]"
p_pladser.1966,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69676723031859, 12.572304675838218), (55.69664927829936, 12.572081778769547), (55.696635827555184, 12.572080183261193)]"
p_pladser.1967,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.696903989938356, 12.572615536970769), (55.69679662446619, 12.572409321348678)]"
p_pladser.1968,Østerbro,600,Blegdamsvej,7,2003,2021,"[(55.69637337049165, 12.571771427600384), (55.696145899541584, 12.57134337904467)]"
p_pladser.1973,Østerbro,600,Blegdamsvej,1,2003,2023,"[(55.69796459590373, 12.574775557479349), (55.69799494060776, 12.574832459169075)]"
p_pladser.1974,Østerbro,600,Blegdamsvej,4,2003,2024,"[(55.69611913352687, 12.57108424208949), (55.69604645182295, 12.570944940856506), (55.69603065949619, 12.570943639326561)]"
p_pladser.1975,Østerbro,600,Blegdamsvej,2,2003,2021,"[(55.696612709134484, 12.57201435236118), (55.69658551934328, 12.571959968061753), (55.696568866752486, 12.571957492395754)]"
p_pladser.1976,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69723398575589, 12.5731819214961), (55.69710689219901, 12.572942595097413), (55.69710256464491, 12.572941940147395)]"
p_pladser.1977,Østerbro,600,Blegdamsvej,8,2003,2021,"[(55.69805335239681, 12.574724666862526), (55.6979996077103, 12.574622655328211), (55.697904884633125, 12.574449640412686)]"
p_pladser.1978,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69642557697003, 12.571298159534676), (55.696425531856185, 12.571297787306024), (55.69641174796937, 12.57129546789568), (55.696293051841096, 12.57107614693254)]"
p_pladser.1979,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69689363480811, 12.57217819770896), (55.69687954257786, 12.572176800432764), (55.69676189915202, 12.571954469383172)]"
p_pladser.1980,Østerbro,600,Blegdamsvej,6,2003,2023,"[(55.697538795173344, 12.573971266362594), (55.69770713390799, 12.57428831676071), (55.697733353877354, 12.57433914423641)]"
p_pladser.1981,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69657849108355, 12.571585051950331), (55.696564282771114, 12.571584551926202), (55.69644716542101, 12.57136377008436)]"
p_pladser.1984,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.695221021361306, 12.569458183762265), (55.69511546197659, 12.569263401630229)]"
p_pladser.1985,Østerbro,600,Blegdamsvej,7,2003,2021,"[(55.69835012985193, 12.57528290053091), (55.698221061523384, 12.575039517310074), (55.698206560651386, 12.575039145956943)]"
p_pladser.1987,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69849903446864, 12.575563268065133), (55.698475089245214, 12.575518238578523)]"
p_pladser.1989,Østerbro,600,Blegdamsvej,2,2003,2021,"[(55.69451206667955, 12.568084068494242), (55.69451316094578, 12.568061674839575), (55.69448584552198, 12.568010356074494)]"
p_pladser.1992,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69830551907984, 12.57483791665554), (55.698298099368664, 12.574837894701615)]"
p_pladser.1993,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69741919825265, 12.57318385483088), (55.697413999766326, 12.573183977319815), (55.697398209796205, 12.57315395732392)]"
p_pladser.1994,Østerbro,600,Blegdamsvej,2,2003,2021,"[(55.69749376944672, 12.573333781898793), (55.69744971247693, 12.57325135584105)]"
p_pladser.1997,Østerbro,600,Blegdamsvej,5,2003,2021,"[(55.69474247594185, 12.568158173283974), (55.69464019670039, 12.567964930100617), (55.694640220551555, 12.567955899465352), (55.694640800606464, 12.567946762795206), (55.69464235229993, 12.567943413376739)]"
p_pladser.1998,Østerbro,600,Blegdamsvej,7,2003,2021,"[(55.694599527003085, 12.567887057985324), (55.69442875450216, 12.567569268097452)]"
p_pladser.2000,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69442875450216, 12.567569268097452), (55.69442719969291, 12.567566374779046), (55.694427473887494, 12.567543021787301)]"
p_pladser.2002,Østerbro,600,Blegdamsvej,1,2003,2023,"[(55.697032276013985, 12.57244001816935), (55.697017007428535, 12.572439419950092)]"
p_pladser.2003,Østerbro,600,Blegdamsvej,1,2003,2023,"[(55.69840989900668, 12.575609541631254), (55.69844673646486, 12.575678563725392)]"
p_pladser.2005,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.695299040977446, 12.569754612157297), (55.69543523067584, 12.570011837343786), (55.695524491103114, 12.570181566765996)]"
p_pladser.2006,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.6977028429739, 12.574056688091156), (55.69758206850467, 12.573830699737579), (55.69757156461042, 12.573832549970115)]"
p_pladser.2007,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69609368952152, 12.571245979277904), (55.69599017915193, 12.571052628175478)]"
p_pladser.2008,Østerbro,600,Blegdamsvej,13,2003,2021,"[(55.69489080898703, 12.568227447945196), (55.694643854437935, 12.567762132838151), (55.69442807779488, 12.56735673007905)]"
p_pladser.2010,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.6970714122269, 12.572875732064693), (55.696942949217565, 12.57263450403018), (55.69693979256162, 12.572634789712271)]"
p_pladser.2011,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.697662845571195, 12.573636339147711), (55.697654284208745, 12.573635857214612), (55.69753311186405, 12.573405259581246)]"
p_pladser.2012,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.696724286432996, 12.571884405972233), (55.696661491925326, 12.571767142656373)]"
p_pladser.2013,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69754355332843, 12.573764368480315), (55.69742561514736, 12.573541980915147), (55.69741190100506, 12.573541699029338)]"
p_pladser.2014,Østerbro,600,Blegdamsvej,6,2003,2022,"[(55.69480696367469, 12.568614583756696), (55.69480680995383, 12.568614079794987), (55.694697360308105, 12.568407799751935), (55.69468156844643, 12.568406619572107)]"
p_pladser.2015,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69710256464491, 12.572941940147395), (55.697090875360665, 12.57294017104337)]"
p_pladser.2017,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69693979256162, 12.572634789712271), (55.696927359873214, 12.572635914888837)]"
p_pladser.2018,Østerbro,600,Blegdamsvej,3,2003,2022,"[(55.69655348468841, 12.572107471955533), (55.69666398184489, 12.572316991657965)]"
p_pladser.2019,Østerbro,600,Blegdamsvej,3,2003,2022,"[(55.69674172689693, 12.572465328941295), (55.696851165884446, 12.572673904307733)]"
p_pladser.2020,Østerbro,600,Blegdamsvej,4,2003,2023,"[(55.698557177834374, 12.575301071281919), (55.69853955448657, 12.575301052762745), (55.69847525857421, 12.575180525498036), (55.698475029464454, 12.575180096016604)]"
p_pladser.2021,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69495327392088, 12.56888766927803), (55.69484207059749, 12.568682197836504), (55.69482863228379, 12.568685622696554), (55.694828478241625, 12.568685117679856)]"
p_pladser.2022,Østerbro,600,Blegdamsvej,8,2003,2022,"[(55.696932210596, 12.572826298414341), (55.69720933739835, 12.573349068003028)]"
p_pladser.2023,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.6946594744179, 12.568336822675205), (55.69461070050528, 12.568245598673606), (55.694595186351805, 12.568245238028716)]"
p_pladser.2024,Østerbro,600,Blegdamsvej,4,2003,2023,"[(55.69504839022208, 12.569281267896097), (55.69517591100124, 12.56952426529749)]"
p_pladser.2027,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.698232273895705, 12.575030010682308), (55.698304303117496, 12.575173825521695), (55.698366599678685, 12.575287344529375)]"
p_pladser.2028,Østerbro,600,Blegdamsvej,8,2003,2021,"[(55.69807998510332, 12.57499063707764), (55.69836014371207, 12.575516315798284)]"
p_pladser.2030,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.695656374557345, 12.569836052304105), (55.695529216266394, 12.56958606569752)]"
p_pladser.2031,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69662979070542, 12.572016279748343), (55.69672740397076, 12.572202501767395)]"
p_pladser.2032,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69577599246617, 12.570103699364878), (55.695659985378626, 12.569885751832677), (55.695661042168005, 12.569863393233241)]"
p_pladser.2033,Østerbro,600,Blegdamsvej,9,2003,2021,"[(55.695176856389516, 12.568976707733352), (55.695033338671735, 12.568703953041952), (55.69499102778927, 12.568623364251476), (55.69499046743205, 12.568617900300652), (55.69499116530855, 12.568609367091309)]"
p_pladser.2034,Østerbro,600,Blegdamsvej,10,2003,2021,"[(55.6953254198841, 12.569559316296768), (55.69566201497887, 12.570193737633161)]"
p_pladser.2036,Østerbro,600,Blegdamsvej,1,2003,2024,"[(55.69723995033817, 12.573408334945778), (55.69727202208481, 12.573469853597047)]"
p_pladser.2038,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69757156461042, 12.573832549970115), (55.69756383003386, 12.573833912394274)]"
p_pladser.2039,Østerbro,600,Blegdamsvej,14,2003,2021,"[(55.69811106860078, 12.574287875585846), (55.69787011180296, 12.573832461633577), (55.69782409407074, 12.573748614726107), (55.69829164399267, 12.574629108972474), (55.69821923365758, 12.574492312936512), (55.69811107750038, 12.57428920424862)]"
p_pladser.2040,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.69549548946254, 12.569522978004636), (55.69541834062892, 12.569377898768522), (55.69537511782863, 12.56929542652681)]"
p_pladser.2041,Østerbro,600,Blegdamsvej,10,2003,2021,"[(55.69557028267302, 12.569504086952666), (55.69590295483377, 12.570156424134646)]"
p_pladser.2043,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.6979822150169, 12.574225086449793), (55.69796666536132, 12.574224634137519), (55.69784755050669, 12.574000120158868)]"
p_pladser.2044,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69734936077595, 12.573034909501764), (55.697334511730254, 12.57303412157113), (55.69721434969736, 12.572809758139822)]"
p_pladser.2045,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69602197304464, 12.570404660405224), (55.696056290763536, 12.570467494372737)]"
p_pladser.2046,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.69719365921333, 12.572719873223518), (55.69716476599081, 12.572668445597898), (55.69713508079954, 12.572611893516099), (55.69705412959632, 12.572456830156083)]"
p_pladser.2047,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.69683711502705, 12.571886328003142), (55.69678281489516, 12.571785200560466), (55.696691581385934, 12.571611429660319)]"
p_pladser.2048,Østerbro,600,Blegdamsvej,4,2003,2021,"[(55.69702194372207, 12.572234542628104), (55.69697415188954, 12.572144086216001), (55.696866590642486, 12.571939736527138)]"
p_pladser.2049,Østerbro,600,Blegdamsvej,5,2003,2021,"[(55.69725549395172, 12.572672463696417), (55.69708158940464, 12.572347435512663)]"
p_pladser.2052,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69814581817755, 12.574538662903143), (55.69813653586849, 12.574536849490894)]"
p_pladser.2054,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.69813653586849, 12.574536849490894), (55.698131857743164, 12.574535935562437), (55.69806740337542, 12.574414910452514), (55.69800294888662, 12.574293885741248)]"
p_pladser.2058,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69437897632184, 12.56745604009067), (55.69436581082488, 12.567431540763051), (55.69436608499332, 12.567408187805896)]"
p_pladser.2059,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69625642321431, 12.57100572734075), (55.696136812701795, 12.570774787052564)]"
p_pladser.2060,Østerbro,600,Blegdamsvej,5,2003,2021,"[(55.69582708388668, 12.570201038662269), (55.695991078209154, 12.57050871415704)]"
p_pladser.2061,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69766905153024, 12.573636688491485), (55.697662845571195, 12.573636339147711)]"
p_pladser.2062,Østerbro,600,Blegdamsvej,6,2003,2021,"[(55.698298099368664, 12.574837894701615), (55.69829006166753, 12.574837870919216), (55.69816727705076, 12.574604450603223)]"
p_pladser.2064,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.6977333680622, 12.574120780018687), (55.69772638466705, 12.574108584490574)]"
p_pladser.2065,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69782607309399, 12.573931484662168), (55.69781029590964, 12.573930241590531), (55.69776282488571, 12.573840746490568)]"
p_pladser.2066,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69843512963489, 12.57544309390219), (55.69838538687039, 12.575349552191588), (55.69837130230571, 12.575349362925184)]"
p_pladser.2067,Østerbro,600,Blegdamsvej,2,2003,2021,"[(55.698475089245214, 12.575518238578523), (55.69843512963489, 12.57544309390219)]"
p_pladser.2068,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69559801317725, 12.570313006615791), (55.6956312165986, 12.570378099684401)]"
p_pladser.2069,Østerbro,600,Blegdamsvej,1,2003,2021,"[(55.69520757415304, 12.569581826469683), (55.695246592867605, 12.569655521784334)]"
p_pladser.2074,Østerbro,600,Blegdamsvej,3,2003,2021,"[(55.69739918934762, 12.573708919371288), (55.69751194787376, 12.573920882731155)]"
p_pladser.2075,Østerbro,600,Blegdamsvej,2,2003,2024,"[(55.695288487535386, 12.569521837847338), (55.695257683880435, 12.569464833770109), (55.695244290520264, 12.569464108857867)]"
